time,equ_status,equ_status_1,H2_volume,CO_volume,CO2_volume,CH4_volume,C2H4_volume,C2H2_volume,C2H6_volume,total_hydrocarbons
2015-01-11,1,2,21.6,398.0,2765.0,3.91,3.15,0.0,0.46,7.52
2015-01-10,1,2,18.8,377.0,2738.0,4.29,2.89,0.0,0.5,7.68
2015-01-09,1,2,21.7,409.0,2915.0,4.23,3.06,0.0,0.51,7.8
2015-01-08,1,2,21.7,409.0,2915.0,4.23,3.06,0.0,0.51,7.8
2015-01-07,1,2,18.4,397.0,2850.0,4.29,2.96,0.0,0.53,7.78
2015-01-06,1,2,21.4,408.0,2864.0,4.35,3.24,0.0,0.49,8.08
2015-01-05,1,2,18.7,381.0,2681.0,4.31,2.85,0.0,0.53,7.69
2015-01-04,1,2,19.4,388.0,2851.0,4.01,3.14,0.0,0.46,7.61
2015-01-03,1,2,21.4,383.0,2854.0,4.25,2.87,0.0,0.46,7.58
2015-01-02,1,2,21.4,383.0,2854.0,4.25,2.87,0.0,0.46,7.58
2015-01-01,1,2,21.5,390.0,2863.0,3.8,2.94,0.0,0.51,7.25
2014-12-31,1,2,18.7,412.0,2716.0,3.98,3.21,0.0,0.53,7.72
2014-12-30,1,2,18.7,412.0,2716.0,3.98,3.21,0.0,0.53,7.72
2014-12-29,1,2,19.0,399.0,2937.0,4.29,3.12,0.0,0.47,7.88
2014-12-28,1,2,18.9,402.0,2924.0,3.87,3.14,0.0,0.52,7.53
2014-12-27,1,2,19.7,381.0,2897.0,4.09,2.73,0.0,0.49,7.31
2014-12-26,1,2,21.4,410.0,2810.0,4.23,3.22,0.0,0.54,7.99
2014-12-25,1,2,19.4,380.0,2866.0,4.25,2.97,0.0,0.47,7.69
2014-12-24,1,2,20.5,418.0,2808.0,3.83,3.21,0.0,0.49,7.53
2014-12-23,1,2,20.0,409.0,2818.0,3.89,2.78,0.0,0.46,7.13
2014-12-22,1,2,20.0,409.0,2818.0,3.89,2.78,0.0,0.46,7.13
2014-12-21,1,2,20.0,377.0,2825.0,3.64,2.8,0.0,0.53,6.97
2014-12-20,1,2,18.3,396.0,2675.0,3.73,2.8,0.0,0.52,7.05
2014-12-19,1,2,21.2,404.0,2819.0,3.93,3.0,0.0,0.49,7.42
2014-12-18,1,2,18.0,385.0,2701.0,4.35,3.24,0.0,0.49,8.08
2014-12-17,1,2,18.7,412.0,2723.0,4.4,2.88,0.0,0.49,7.77
2014-12-16,1,2,18.9,379.0,2878.0,3.98,3.07,0.0,0.48,7.53
2014-12-15,1,2,18.9,379.0,2878.0,3.98,3.07,0.0,0.48,7.53
2014-11-28,2,1,20.6,386.0,2699.0,3.99,2.98,0.0,0.55,7.52
2014-11-27,1,2,20.6,386.0,2699.0,3.99,2.98,0.0,0.55,7.52
2014-11-26,1,2,20.6,386.0,2699.0,3.99,2.98,0.0,0.55,7.52
2014-11-25,1,2,19.8,392.0,2700.0,3.72,2.86,0.0,0.47,7.05
2014-11-24,1,2,21.3,393.0,2877.0,4.38,2.8,0.0,0.49,7.67
2014-11-23,1,2,18.7,382.0,2902.0,4.04,3.02,0.0,0.55,7.61
2014-11-22,1,2,18.0,381.0,2793.0,4.13,2.79,0.0,0.47,7.39
2014-11-21,1,2,20.0,416.0,2857.0,3.77,2.98,0.0,0.49,7.24
2014-11-20,1,2,18.5,407.0,2708.0,3.78,3.24,0.0,0.53,7.55
2014-11-19,1,2,20.1,395.0,2726.0,4.36,2.92,0.0,0.49,7.77
2014-11-18,1,2,19.0,403.0,2843.0,4.36,3.28,0.0,0.53,8.17
2014-11-17,1,2,18.1,415.0,2727.0,4.26,3.25,0.0,0.48,7.99
2014-11-06,2,1,18.7,413.0,2684.0,4.05,2.92,0.0,0.54,7.51
2014-11-05,1,2,18.7,413.0,2684.0,4.05,2.92,0.0,0.54,7.51
2014-11-04,1,2,18.7,413.0,2684.0,4.05,2.92,0.0,0.54,7.51
2014-11-03,1,2,19.2,417.0,2765.0,4.04,2.77,0.0,0.49,7.3
2014-11-02,1,2,20.7,383.0,2769.0,4.4,2.8,0.0,0.47,7.67
2014-11-01,1,2,21.5,410.0,2720.0,3.89,3.13,0.0,0.51,7.53
2014-10-31,1,2,20.8,386.0,2843.0,3.81,3.04,0.0,0.49,7.34
2014-10-30,1,2,20.8,417.0,2881.0,3.62,3.09,0.0,0.55,7.26
2014-10-29,1,2,19.8,378.0,2932.0,4.15,2.91,0.0,0.54,7.6
2014-10-28,1,2,19.6,403.0,2728.0,4.13,3.17,0.0,0.5,7.8
2014-10-27,1,2,18.2,405.0,2731.0,3.79,3.03,0.0,0.53,7.35
2014-10-26,1,2,20.3,386.0,2882.0,4.27,3.12,0.0,0.5,7.89
2014-10-25,1,2,18.0,383.0,2721.0,4.12,3.02,0.0,0.47,7.61
2014-10-24,1,2,18.2,417.0,2858.0,3.66,2.73,0.0,0.47,6.86
2014-10-23,1,2,21.5,387.0,2935.0,4.35,3.05,0.0,0.48,7.88
2014-10-22,1,2,19.7,409.0,2755.0,4.12,2.72,0.0,0.46,7.3
2014-10-21,1,2,19.1,410.0,2855.0,4.32,2.89,0.0,0.47,7.68
2014-10-20,1,2,19.3,398.0,2803.0,3.85,3.02,0.0,0.46,7.33
2014-10-19,1,2,19.5,402.0,2853.0,4.28,2.77,0.0,0.53,7.58
2014-10-18,1,2,21.3,402.0,2815.0,3.91,3.09,0.0,0.53,7.53
2014-10-17,1,2,20.0,401.0,2865.0,4.33,3.17,0.0,0.48,7.98
2014-10-16,1,2,18.5,384.0,2711.0,4.26,2.74,0.0,0.49,7.49
2014-10-14,1,2,19.8,413.0,2839.0,4.09,2.72,0.0,0.5,7.31
2014-10-13,1,2,19.5,403.0,2772.0,4.23,2.77,0.0,0.48,7.48
2014-10-12,1,2,18.3,385.0,2821.0,4.11,3.14,0.0,0.45,7.7
2014-10-11,1,2,18.1,401.0,2920.0,3.8,3.21,0.0,0.53,7.54
2014-10-10,1,2,20.4,404.0,2747.0,3.7,2.71,0.0,0.54,6.95
